Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards
2009,22,PIT,NL,108,493,433,74,124,26,9,12,54,22,5,54,83,0.286,0.365,0.471,0.836,121,204,3,2,0,4,2,8,RoY-4
2010,23,PIT,NL,154,653,570,94,163,35,5,16,56,33,10,70,89,0.286,0.365,0.449,0.814,121,256,6,5,1,7,1,*8,
2011 ★,24,PIT,NL,158,678,572,87,148,34,5,23,89,23,10,89,126,0.259,0.364,0.456,0.82,130,261,7,9,2,6,3,*8/D,AS
2012 ★,25,PIT,NL,157,673,593,107,194,29,6,31,96,20,12,70,132,0.327,0.4,0.553,0.953,162,328,9,5,0,5,13,*8,ASMVP-3GGSS
2013 ★,26,PIT,NL,157,674,583,97,185,38,5,21,84,27,10,78,101,0.317,0.404,0.508,0.911,157,296,13,9,0,4,12,*8/D,ASMVP-1SS
2014 ★,27,PIT,NL,146,648,548,89,172,38,6,25,83,18,3,84,115,0.314,0.41,0.542,0.952,166,297,9,10,0,6,8,*8,ASMVP-3SS
2015 ★,28,PIT,NL,157,685,566,91,165,36,3,23,96,11,5,98,133,0.292,0.401,0.488,0.889,144,276,9,12,0,9,12,*8/D,ASMVP-5SS
2016,29,PIT,NL,16,73,61,10,14,4,0,2,4,1,2,11,14,0.23,0.356,0.393,0.75,106,24,1,1,0,0,2,*8,
